IUFT QC gate encodings (8682 entries):
            endoparasitic_fungus: θ= 120.0°  φ= 150.0°  ψ=  90.0°
               sugar_transporter: θ=   0.0°  φ=  80.0°  ψ=  90.0°
          amino_acid_transporter: θ=   0.0°  φ= 110.0°  ψ= 270.0°
                entomopathogenic: θ=  40.0°  φ= 150.0°  ψ=  90.0°
           metal_ion_transporter: θ=  60.0°  φ= 110.0°  ψ= 270.0°
                   nematophagous: θ=  20.0°  φ= 120.0°  ψ=  90.0°
                     iron_uptake: θ=  40.0°  φ= 110.0°  ψ= 270.0°
              mycorrhizal_helper: θ=  80.0°  φ= 180.0°  ψ=  90.0°
                     zinc_uptake: θ=  60.0°  φ=  30.0°  ψ= 270.0°
          plant_growth_promotion: θ=  80.0°  φ= 190.0°  ψ= 270.0°
              copper_homeostasis: θ=  60.0°  φ= 140.0°  ψ= 270.0°
                biocontrol_agent: θ=  80.0°  φ= 110.0°  ψ=  90.0°
             calcium_homeostasis: θ=  30.0°  φ=  60.0°  ψ= 270.0°
                    biopesticide: θ=  80.0°  φ= 180.0°  ψ= 270.0°
                 ion_homeostasis: θ=  60.0°  φ= 110.0°  ψ= 270.0°
          vacuolar_acidification: θ= 100.0°  φ= 150.0°  ψ= 270.0°
                   mycoherbicide: θ=  40.0°  φ= 120.0°  ψ= 270.0°
                     proton_pump: θ= 100.0°  φ= 150.0°  ψ= 270.0°
                  bioremediation: θ=  80.0°  φ= 120.0°  ψ= 270.0°
                          atpase: θ=  30.0°  φ= 160.0°  ψ=  90.0°
                 mycoremediation: θ=  20.0°  φ= 220.0°  ψ=  90.0°
                     bioleaching: θ=  80.0°  φ= 120.0°  ψ= 270.0°
                  mycofiltration: θ=  50.0°  φ= 180.0°  ψ=  90.0°
                     mycoprotein: θ=  20.0°  φ= 120.0°  ψ= 270.0°
                    fermentation: θ=  60.0°  φ=  80.0°  ψ= 270.0°
              ethanol_production: θ=  60.0°  φ=  40.0°  ψ=  90.0°
               enzyme_production: θ= 100.0°  φ= 150.0°  ψ=  90.0°
            secondary_metabolite: θ=  20.0°  φ=  80.0°  ψ= 270.0°
                   pharmacophore: θ=  20.0°  φ=  60.0°  ψ=  90.0°
              bioactive_compound: θ= 100.0°  φ= 140.0°  ψ=  90.0°
                       mycovirus: θ=  90.0°  φ= 120.0°  ψ=  90.0°
                  fungal_plasmid: θ=   0.0°  φ= 100.0°  ψ= 270.0°
                      transposon: θ=  60.0°  φ= 100.0°  ψ=  90.0°
                  gene_silencing: θ=   0.0°  φ= 140.0°  ψ= 270.0°
                rna_interference: θ=   0.0°  φ= 110.0°  ψ= 270.0°
                  transformation: θ= 100.0°  φ= 150.0°  ψ=  90.0°
                      protoplast: θ=  40.0°  φ=   0.0°  ψ=  90.0°
         heterologous_expression: θ= 120.0°  φ=  70.0°  ψ=  90.0°
                 knockout_mutant: θ= 100.0°  φ=  40.0°  ψ= 270.0°
                  overexpression: θ= 100.0°  φ= 110.0°  ψ= 270.0°
                 complementation: θ=  20.0°  φ=   0.0°  ψ=  90.0°
         fluorescent_protein_tag: θ=  40.0°  φ= 120.0°  ψ= 270.0°
             confocal_microscopy: θ=  20.0°  φ=  60.0°  ψ= 270.0°
    scanning_electron_microscopy: θ=  40.0°  φ=   0.0°  ψ=  90.0°
  transmission_electron_microscopy: θ=  20.0°  φ=  30.0°  ψ= 270.0°
       phase_contrast_microscopy: θ=  60.0°  φ=  70.0°  ψ=  90.0°
  differential_interference_contrast: θ=  20.0°  φ= 150.0°  ψ= 270.0°
         lactophenol_cotton_blue: θ=  80.0°  φ=  30.0°  ψ= 270.0°
                 melzers_reagent: θ=  40.0°  φ=  30.0°  ψ= 270.0°
                       koh_mount: θ=  40.0°  φ=  40.0°  ψ= 270.0°
                   slide_culture: θ=  40.0°  φ= 110.0°  ψ=  90.0°
            microtome_sectioning: θ=  60.0°  φ= 150.0°  ψ= 270.0°
                    cryofixation: θ=  40.0°  φ= 190.0°  ψ= 270.0°
             freeze_substitution: θ=  20.0°  φ= 120.0°  ψ=  90.0°
                  lyophilization: θ=  20.0°  φ=  30.0°  ψ= 270.0°
                cryopreservation: θ=  20.0°  φ=   0.0°  ψ= 270.0°
              culture_collection: θ=  20.0°  φ=  80.0°  ψ=  90.0°
                       herbarium: θ=  20.0°  φ=   0.0°  ψ= 270.0°
                   type_specimen: θ=  40.0°  φ=   0.0°  ψ=  90.0°
             molecular_phylogeny: θ=   0.0°  φ= 110.0°  ψ=  90.0°
                   dna_barcoding: θ=  40.0°  φ= 110.0°  ψ= 270.0°
     internal_transcribed_spacer: θ= 120.0°  φ= 120.0°  ψ=  90.0°
              large_subunit_rdna: θ= 120.0°  φ= 110.0°  ψ=  90.0°
           earths_climate_system: θ=  60.0°  φ= 240.0°  ψ= 270.0°
              small_subunit_rdna: θ=  40.0°  φ=  80.0°  ψ=  90.0°
               amazon_rainforest: θ=  80.0°  φ= 240.0°  ψ= 270.0°
     money_as_medium_of_exchange: θ= 120.0°  φ= 240.0°  ψ=  90.0°
   translation_elongation_factor: θ=  60.0°  φ= 110.0°  ψ=  90.0°
                   game_of_chess: θ=  40.0°  φ= 360.0°  ψ= 270.0°
                    beta_tubulin: θ=  60.0°  φ= 110.0°  ψ=  90.0°
            scientific_community: θ= 140.0°  φ= 300.0°  ψ=  90.0°
         money_science_composite: θ= 140.0°  φ= 240.0°  ψ=  90.0°
       polymerase_chain_reaction: θ=  60.0°  φ= 160.0°  ψ= 270.0°
               sanger_sequencing: θ=  60.0°  φ= 150.0°  ψ= 270.0°
      next_generation_sequencing: θ=   0.0°  φ=  30.0°  ψ= 270.0°
                   metabarcoding: θ=   0.0°  φ=  30.0°  ψ= 270.0°
             metatranscriptomics: θ=  60.0°  φ=  80.0°  ψ=  90.0°
                 buridans_bridge: θ=   0.0°  φ= 120.0°  ψ=  90.0°
                      marys_room: θ= 120.0°  φ=  80.0°  ψ=  90.0°
               countesss_paradox: θ=  40.0°  φ=   0.0°  ψ=  90.0°
                 drinker_paradox: θ= 100.0°  φ=  80.0°  ψ= 270.0°
              mctaggarts_paradox: θ=   0.0°  φ= 300.0°  ψ=  90.0°
             examination_paradox: θ=   0.0°  φ= 120.0°  ψ=  90.0°
   fitchs_paradox_of_knowability: θ= 100.0°  φ= 120.0°  ψ= 210.6°
              forresters_paradox: θ=   0.0°  φ=   0.0°  ψ=  90.0°
                gibbards_paradox: θ=   0.0°  φ= 120.0°  ψ=  90.0°
                goodmans_paradox: θ=   0.0°  φ=  40.0°  ψ=  90.0°
                   mores_paradox: θ=  40.0°  φ= 180.0°  ψ=  90.0°
                  hilberts_hotel: θ=  40.0°  φ= 120.0°  ψ= 270.0°
                 jevonss_paradox: θ=  60.0°  φ= 160.0°  ψ= 270.0°
                   kings_paradox: θ=  40.0°  φ= 120.0°  ψ= 270.0°
                   no_free_lunch: θ=  60.0°  φ= 120.0°  ψ=  90.0°
           kleene_rosser_paradox: θ=  20.0°  φ= 200.0°  ψ=  90.0°
                  königs_paradox: θ=   0.0°  φ= 120.0°  ψ=  90.0°
            leibnizs_law_paradox: θ=   0.0°  φ=   0.0°  ψ= 210.6°
             paradox_of_achilles: θ=   0.0°  φ= 200.0°  ψ=  90.0°
             lesniewskis_paradox: θ=  40.0°  φ= 120.0°  ψ=  90.0°
             paradox_of_analysis: θ=  60.0°  φ= 160.0°  ψ=  90.0°
                    löbs_paradox: θ=   0.0°  φ= 200.0°  ψ=  90.0°
            paradox_of_democracy: θ=   0.0°  φ=  40.0°  ψ=  90.0°
              monty_hall_problem: θ=  60.0°  φ=  80.0°  ψ=  90.0°
              paradox_of_density: θ=  60.0°  φ= 120.0°  ψ=  90.0°
            paradox_of_dogmatism: θ=  20.0°  φ= 160.0°  ψ=  90.0°
           morgenbessers_paradox: θ= 100.0°  φ=  60.0°  ψ= 270.0°
                newcombs_problem: θ=  40.0°  φ= 120.0°  ψ=  90.0°
                 paradox_of_duty: θ=  60.0°  φ= 180.0°  ψ=  90.0°
                  olbers_paradox: θ=  80.0°  φ= 200.0°  ψ= 270.0°
            paradox_of_eubulides: θ=   0.0°  φ= 120.0°  ψ=  90.0°
            opposite_day_paradox: θ=   0.0°  φ= 240.0°  ψ= 270.0°
                 paradox_of_envy: θ=  60.0°  φ=   0.0°  ψ=  90.0°
            paradox_of_happiness: θ=  60.0°  φ= 180.0°  ψ=  90.0°
            paradox_of_induction: θ=   0.0°  φ= 150.0°  ψ=  90.0°
              paradox_of_fiction: θ= 100.0°  φ=  60.0°  ψ=  90.0°
              paradox_of_justice: θ= 120.0°  φ= 120.0°  ψ=  90.0°
             paradox_of_hedonism: θ=  60.0°  φ=  80.0°  ψ= 270.0°
       paradox_of_intensionality: θ= 100.0°  φ=   0.0°  ψ=  90.0°
          paradox_of_rationality: θ=  60.0°  φ= 120.0°  ψ=  90.0°
            paradox_of_tolerance: θ=  80.0°  φ= 160.0°  ψ=  90.0°
                  perrys_paradox: θ=  40.0°  φ=   0.0°  ψ=  90.0°
                paradox_of_power: θ= 140.0°  φ= 120.0°  ψ=  90.0°
           godel_sentence_ob3ect: θ=  60.0°  φ= 320.0°  ψ=  90.0°
              petroniuss_paradox: θ=   0.0°  φ=   0.0°  ψ=  90.0°
           paradox_of_the_asking: θ=  20.0°  φ= 160.0°  ψ=  90.0°
     puzzle_of_the_self_torturer: θ=   0.0°  φ= 120.0°  ψ=  90.0°
                  quines_paradox: θ=  40.0°  φ= 120.0°  ψ=  90.0°
                   raven_paradox: θ=  40.0°  φ=   0.0°  ψ=  90.0°
                  rikers_paradox: θ= 100.0°  φ=   0.0°  ψ=  90.0°
                   rosss_paradox: θ=  40.0°  φ=   0.0°  ψ=  90.0°
           paradox_of_the_father: θ=   0.0°  φ= 300.0°  ψ=  90.0°
                scrivens_paradox: θ=   0.0°  φ=   0.0°  ψ= 270.0°
        self_referential_paradox: θ=  20.0°  φ= 240.0°  ψ=  90.0°
             paradox_of_the_gods: θ=  40.0°  φ= 120.0°  ψ=  90.0°
                simpsons_paradox: θ= 120.0°  φ=  40.0°  ψ=  90.0°
                  stapps_paradox: θ=   0.0°  φ= 120.0°  ψ=  90.0°
                            ctmu: θ= 160.0°  φ= 300.0°  ψ=  90.0°
                  sudoku_paradox: θ=  40.0°  φ=   0.0°  ψ=  90.0°
            paradox_of_the_knife: θ=   0.0°  φ= 180.0°  ψ=  90.0°
  tarskis_undefinability_theorem: θ=  20.0°  φ= 240.0°  ψ=  90.0°
                tea_leaf_paradox: θ=  20.0°  φ= 120.0°  ψ= 270.0°
                godel_completion: θ= 160.0°  φ= 320.0°  ψ=  90.0°
                the_twin_paradox: θ=  60.0°  φ= 230.0°  ψ= 270.0°
                  thompsons_lamp: θ=   0.0°  φ=   0.0°  ψ=  90.0°
                  trolls_paradox: θ=  40.0°  φ= 120.0°  ψ=  90.0°
           two_envelopes_problem: θ=  60.0°  φ= 200.0°  ψ= 270.0°
               vagueness_paradox: θ=   0.0°  φ=   0.0°  ψ=  90.0°
            wason_selection_task: θ= 120.0°  φ= 160.0°  ψ=  90.0°
           wittgensteins_paradox: θ=  30.0°  φ=  40.0°  ψ=  90.0°
                zermelos_paradox: θ=  40.0°  φ= 240.0°  ψ= 270.0°
                abelsons_paradox: θ= 100.0°  φ=  80.0°  ψ=  90.0°
                  adamss_paradox: θ=  40.0°  φ=   0.0°  ψ=  90.0°
                 alabama_paradox: θ=  60.0°  φ= 160.0°  ψ=  90.0°
                  allais_paradox: θ=  80.0°  φ=  80.0°  ψ=  90.0°
               anscombes_paradox: θ=  20.0°  φ=  40.0°  ψ= 270.0°
                 parfits_paradox: θ=  60.0°  φ= 150.0°  ψ=  90.0°
        antinomy_of_the_variable: θ=  30.0°  φ=   0.0°  ψ=  90.0°
                  arrows_paradox: θ= 110.0°  φ= 240.0°  ψ=  90.0°
                 pascals_mugging: θ=   0.0°  φ= 230.0°  ψ=  90.0°
                  borels_paradox: θ=  60.0°  φ=   0.0°  ψ=  90.0°
                    platos_beard: θ=   0.0°  φ=   0.0°  ψ=  90.0°
                  platos_problem: θ=   0.0°  φ= 180.0°  ψ=  90.0°
               caldwells_paradox: θ=  40.0°  φ=  80.0°  ψ=  90.0°
                 cantors_paradox: θ=  60.0°  φ= 360.0°  ψ= 270.0°
                carrolls_paradox: θ=  20.0°  φ= 200.0°  ψ=  90.0°
                        catch_22: θ=   0.0°  φ= 240.0°  ψ=  90.0°
                  chicken_or_egg: θ=   0.0°  φ= 140.0°  ψ= 149.4°
              dalemberts_paradox: θ=  60.0°  φ= 120.0°  ψ= 270.0°
             de_finettis_paradox: θ=  40.0°  φ=   0.0°  ψ=  90.0°
    derridas_paradox_of_the_gift: θ=  20.0°  φ= 220.0°  ψ=  90.0°
         devils_contract_paradox: θ= 100.0°  φ= 120.0°  ψ=  90.0°
      diderots_paradox_of_acting: θ=   0.0°  φ=  60.0°  ψ= 210.6°
                     double_slit: θ=  20.0°  φ=  40.0°  ψ=  90.0°
               dr._evils_paradox: θ=   0.0°  φ= 120.0°  ψ=  90.0°
         godel_complete_sentence: θ= 160.0°  φ= 320.0°  ψ=  90.0°
                 farmers_paradox: θ=   0.0°  φ= 120.0°  ψ= 270.0°
              feynmans_sprinkler: θ= 120.0°  φ= 160.0°  ψ= 210.6°
                        vae_vita: θ=  80.0°  φ= 280.0°  ψ=  90.0°
                 fowlers_paradox: θ=  40.0°  φ=   0.0°  ψ=  90.0°
                  freges_paradox: θ=  40.0°  φ=   0.0°  ψ=  90.0°
                    strange_loop: θ=  20.0°  φ= 300.0°  ψ=  90.0°
                galileos_paradox: θ=  40.0°  φ= 120.0°  ψ=  90.0°
                 gettier_problem: θ= 120.0°  φ= 290.0°  ψ=  90.0°
  gödels_incompleteness_theorems: θ=   0.0°  φ= 360.0°  ψ=  90.0°
           gongsun_longs_paradox: θ=  60.0°  φ=  80.0°  ψ=  90.0°
                  greens_paradox: θ=  40.0°  φ=  80.0°  ψ=  90.0°
                the_card_paradox: θ=   0.0°  φ= 180.0°  ψ=  90.0°
  hartle_hawking_(not_a_paradox_per_se),: θ=  60.0°  φ= 120.0°  ψ=  90.0°
              theseus_(already),: θ=  20.0°  φ= 150.0°  ψ=  90.0°
  hawkings_chronology_protection_(conjecture),: θ=  60.0°  φ= 150.0°  ψ=  90.0°
      thomsons_(already_–_lamp),: θ=   0.0°  φ=   0.0°  ψ=  90.0°
  three_prisoner_problem_(variant_of_monty_hall),: θ= 100.0°  φ=  40.0°  ψ= 270.0°
              hempels_(already),: θ=  40.0°  φ=   0.0°  ψ=  90.0°
   todds_paradox_(not_standard),: θ=  20.0°  φ=   0.0°  ψ=  90.0°
  tower_of_hanoi_(not_a_paradox),: θ=  60.0°  φ=  70.0°  ψ= 270.0°
     heraclitus_paradox_(river),: θ=   0.0°  φ=   0.0°  ψ=  90.0°
  tristram_shandy_(paradox_of_biography),: θ=  40.0°  φ= 260.0°  ψ=  90.0°
  trolley_problem_(not_a_paradox,_but_ethical_puzzle),: θ= 100.0°  φ= 190.0°  ψ=  90.0°
  hobbess_paradox_(state_of_nature),: θ=  40.0°  φ= 180.0°  ψ=  90.0°
    turings_(already_–_halting),: θ=   0.0°  φ=  40.0°  ψ=  90.0°
  two_generals_problem_(not_a_paradox,_but_named),: θ=   0.0°  φ=  60.0°  ψ=  90.0°
  horatios_paradox_(not_standard),: θ=  40.0°  φ=   0.0°  ψ=  90.0°
         two_envelope_(already),: θ=  60.0°  φ= 110.0°  ψ=  90.0°
  humes_problem_of_induction_(paradoxical),: θ= 100.0°  φ=  80.0°  ψ=  90.0°
  umbridges_paradox_(not_standard),: θ=  20.0°  φ=   0.0°  ψ=  90.0°
  hylomorphism_paradox_(not_common),: θ= 140.0°  φ= 200.0°  ψ=  90.0°
  uncertainty_principle_(heisenberg_–_paradoxical: θ=  40.0°  φ=  60.0°  ψ=  90.0°
              hypergame_paradox,: θ=   0.0°  φ= 240.0°  ψ=  90.0°
  ungers_paradox_(not_standard),: θ=   0.0°  φ=  80.0°  ψ=  90.0°
  infinite_regress_(generic,_named_as_such),: θ=  40.0°  φ=  80.0°  ψ=  90.0°
  unicorn_paradox_(not_standard),: θ=  80.0°  φ= 120.0°  ψ=  90.0°
  utility_(already_–_utility_monster),: θ= 100.0°  φ= 190.0°  ψ=  90.0°
  jacksons_paradox_(marys_room_—_sometimes_called),: θ= 120.0°  φ=  30.0°  ψ=  90.0°
   venns_paradox_(not_standard),: θ=  60.0°  φ=   0.0°  ψ=  90.0°
  verbal_paradox_(generic,_not_named),: θ=   0.0°  φ= 180.0°  ψ=  90.0°
               jeffreys_paradox,: θ=  40.0°  φ=   0.0°  ψ=  90.0°
  vetters_paradox_(not_standard),: θ=  20.0°  φ=  80.0°  ψ=  90.0°
   wards_paradox_(not_standard),: θ=  60.0°  φ= 120.0°  ψ=  90.0°
  white_horse_(gongsun_long_–_already),: θ= 120.0°  φ=  60.0°  ψ=  90.0°
               jevons_(already),: θ=   0.0°  φ=  30.0°  ψ= 270.0°
  whorfs_paradox_(not_standard),: θ=  80.0°  φ= 200.0°  ψ=  90.0°
  kants_antinomies_(four_of_them),: θ=  20.0°  φ= 330.0°  ψ=  90.0°
  williamss_paradox_(not_standard),: θ=  20.0°  φ= 120.0°  ψ=  90.0°
            kavkas_toxin_puzzle,: θ=  60.0°  φ= 120.0°  ψ=  90.0°
  wittgensteins_(already_–_rule_following),: θ=  80.0°  φ= 120.0°  ψ=  90.0°
        xenos_(zenos_–_already),: θ=   0.0°  φ= 120.0°  ψ=  90.0°
                kellers_paradox,: θ=  20.0°  φ= 120.0°  ψ=  90.0°
               yablos_(already),: θ=   0.0°  φ= 120.0°  ψ=  90.0°
      kleenes_paradox_(already),: θ=  20.0°  φ= 120.0°  ψ=  90.0°
  zeemans_paradox_(not_standard),: θ=  40.0°  φ=   0.0°  ψ=  90.0°
                zenos_(already),: θ=   0.0°  φ=   0.0°  ψ=  90.0°
      kohelets_paradox_(vanity),: θ=   0.0°  φ=   0.0°  ψ= 270.0°
  zero_sum_game_(not_a_paradox,_skip),: θ=  40.0°  φ=   0.0°  ψ= 270.0°
