abandon	⊢⊢⊢⊢◻∋∋∈∈⊣⊥⊤  
𐑼𐑸𐑾𐑯𐑑𐑺𐑚𐑣𐑣𐑖𐑕𐑴          738	                   fox               
𐑦𐑸𐑾𐑹𐑑𐑺𐑔𐑣𐑮𐑫𐑙𐑴          739	                   fragile               
𐑛𐑡𐑭𐑗𐑑𐑺𐑲𐑣𐑢𐑓𐑳𐑴          740	                   frame               
𐑨𐑡𐑩𐑿𐑑𐑺𐑚𐑵𐑻𐑒𐑙𐑴          741	                   frequent               
𐑼𐑡𐑭𐑬𐑑𐑺𐑔𐑵⊙𐑖𐑕𐑴          742	                   fresh               
𐑦𐑡𐑽𐑯𐑑𐑺𐑲𐑵𐑣𐑫𐑳𐑴          743	                   friend               
𐑛𐑰𐑽𐑹𐑑𐑺𐑚𐑝𐑮𐑓𐑳𐑴          744	                   fringe               
𐑨𐑰𐑩𐑗𐑑𐑺𐑔𐑝𐑢𐑒𐑕𐑴          745	                   frog               
𐑼𐑰𐑭𐑿𐑑𐑺𐑲𐑝𐑻𐑖𐑕𐑴          746	                   front               
𐑦𐑰𐑭𐑬𐑑𐑺𐑚𐑨⊙𐑫𐑕𐑴          747	                   frost               
𐑛𐑥𐑭𐑯𐑑𐑺𐑔𐑨𐑣𐑓𐑕𐑴          748	                   frown               
𐑨𐑥𐑽𐑹𐑑𐑺𐑲𐑨𐑮𐑒𐑳𐑴          749	                   frozen               
𐑼𐑥𐑭𐑗𐑑𐑺𐑚𐑣𐑢𐑖𐑳𐑴          750	                   fruit               
𐑦𐑥𐑩𐑿𐑑𐑺𐑔𐑣𐑻𐑫𐑳𐑴          751	                   fuel               
𐑛𐑶𐑾𐑬𐑑𐑺𐑲𐑣⊙𐑓𐑕𐑴          752	                   fun               
𐑨𐑶𐑭𐑯𐑑𐑺𐑚𐑵𐑣𐑒𐑕𐑴          753	                   funny               
𐑼𐑶𐑾𐑹𐑑𐑺𐑔𐑵𐑮𐑖𐑙𐑴          754	                   furnace               
𐑦𐑶𐑩𐑗𐑑𐑺𐑲𐑵𐑢𐑫𐑕𐑴          755	                   fury               
𐑛𐑸𐑽𐑿𐑑𐑺𐑚𐑝𐑻𐑓𐑙𐑴          756	                   future               
𐑨𐑸𐑽𐑬𐑑𐑺𐑔𐑝⊙𐑒𐑳𐑴          757	                   gadget               
𐑼𐑸𐑩𐑯𐑑𐑺𐑲𐑝𐑣𐑖𐑳𐑴          758	                   gain               
𐑦𐑸𐑽𐑹𐑑𐑺𐑚𐑨𐑮𐑫𐑳𐑴          759	                   galaxy               
𐑛𐑡𐑾𐑗𐑑𐑺𐑔𐑨𐑢𐑓𐑳𐑴          760	                   gallery               
𐑨𐑡𐑩𐑿𐑑𐑺𐑲𐑨𐑻𐑒𐑳𐑴          761	                   game               
𐑼𐑡𐑾𐑬𐑑𐑺𐑚𐑣⊙𐑖𐑕𐑴          762	                   gap               
𐑦𐑡𐑽𐑯𐑑𐑺𐑔𐑣𐑣𐑫𐑙𐑴          763	                   garage               
𐑛𐑰𐑾𐑹𐑑𐑺𐑲𐑣𐑮𐑓𐑙𐑴          764	                   garbage               
𐑨𐑰𐑽𐑗𐑑𐑺𐑚𐑵𐑢𐑒𐑳𐑴          765	                   garden               
𐑼𐑰𐑽𐑿𐑑𐑺𐑔𐑵𐑻𐑖𐑳𐑴          766	                   garlic               
𐑦𐑰𐑾𐑬𐑑𐑺𐑲𐑵⊙𐑫𐑳𐑴          767	                   garment               
𐑛𐑥𐑾𐑯𐑑𐑺𐑚𐑝𐑣𐑓𐑕𐑴          768	                   gas               
𐑨𐑥𐑩𐑹𐑑𐑺𐑔𐑝𐑮𐑒𐑕𐑴          769	                   gasp               
𐑼𐑥𐑩𐑗𐑑𐑺𐑲𐑝𐑢𐑖𐑳𐑴          770	                   gate               
𐑦𐑥𐑽𐑿𐑑𐑺𐑚𐑨𐑻𐑫𐑳𐑴          771	                   gather               
𐑛𐑶𐑭𐑬𐑑𐑺𐑔𐑨⊙𐑓𐑙𐑴          772	                   gauge               
𐑨𐑶𐑩𐑯𐑑𐑺𐑲𐑨𐑣𐑒𐑳𐑴          773	                   gaze               
𐑼𐑶𐑾𐑹𐑑𐑺𐑚𐑣𐑮𐑖𐑙𐑴          774	                   general               
𐑦𐑶𐑽𐑗𐑑𐑺𐑔𐑣𐑢𐑫𐑙𐑴          775	                   genius               
𐑛𐑸𐑭𐑿𐑑𐑺𐑲𐑣𐑻𐑓𐑳𐑴          776	                   genre               
𐑨𐑸𐑽𐑬𐑑𐑺𐑚𐑵⊙𐑒𐑳𐑴          777	                   gentle               
𐑼𐑸𐑾𐑯𐑑𐑺𐑔𐑵𐑣𐑖𐑕𐑴          778	                   genuine               
𐑦𐑸𐑾𐑹𐑑𐑺𐑲𐑵𐑮𐑫𐑙𐑴          779	                   gesture               
𐑛𐑡𐑭𐑗𐑑𐑺𐑚𐑝𐑢𐑓𐑕𐑴          780	                   ghost               
𐑨𐑡𐑭𐑿𐑑𐑺𐑔𐑝𐑻𐑒𐑳𐑴          781	                   giant               
𐑼𐑡𐑩𐑬𐑑𐑺𐑲𐑝⊙𐑖𐑕𐑴          782	                   gift               
𐑦𐑡𐑽𐑯𐑑𐑺𐑚𐑨𐑣𐑫𐑳𐑴          783	                   giggle               
𐑛𐑰𐑽𐑹𐑑𐑺𐑔𐑨𐑮𐑓𐑳𐑴          784	                   ginger               
𐑨𐑰𐑾𐑗𐑑𐑺𐑲𐑨𐑢𐑒𐑙𐑴          785	                   giraffe               
𐑼𐑰𐑩𐑿𐑑𐑺𐑚𐑣𐑻𐑖𐑕𐑴          786	                   girl               
𐑦𐑰𐑩𐑬𐑑𐑺𐑔𐑣⊙𐑫𐑳𐑴          787	                   give               
𐑛𐑥𐑩𐑯𐑑𐑺𐑲𐑣𐑣𐑓𐑕𐑴          788	                   glad               
𐑨𐑥𐑽𐑹𐑑𐑺𐑚𐑵𐑮𐑒𐑳𐑴          789	                   glance               
𐑼𐑥𐑭𐑗𐑑𐑺𐑔𐑵𐑢𐑖𐑳𐑴          790	                   glare               
𐑦𐑥𐑭𐑿𐑑𐑺𐑲𐑵𐑻𐑫𐑕𐑴          791	                   glass               
𐑛𐑶𐑭𐑬𐑑𐑺𐑚𐑝⊙𐑓𐑳𐑴          792	                   glide               
𐑨𐑶𐑾𐑯𐑑𐑺𐑔𐑝𐑣𐑒𐑳𐑴          793	                   glimpse               
𐑼𐑶𐑭𐑹𐑑𐑺𐑲𐑝𐑮𐑖𐑳𐑴          794	                   globe               
𐑦𐑶𐑭𐑗𐑑𐑺𐑚𐑨𐑢𐑫𐑳𐑴          795	                   gloom               
𐑛𐑸𐑭𐑿𐑑𐑺𐑔𐑨𐑻𐑓𐑕𐑴          796	                   glory               
𐑨𐑸𐑭𐑬𐑑𐑺𐑲𐑨⊙𐑒𐑳𐑴          797	                   glove               
𐑼𐑸𐑩𐑯𐑑𐑺𐑚𐑣𐑣𐑖𐑕𐑴          798	                   glow               
𐑦𐑸𐑩𐑹𐑑𐑺𐑔𐑣𐑮𐑫𐑳𐑴          799	                   glue               
𐑛𐑡𐑩𐑗𐑑𐑘𐑲𐑣𐑢𐑓𐑳𐑴          800	                   goat               
𐑨𐑡𐑾𐑿𐑑𐑘𐑚𐑵𐑻𐑒𐑳𐑴          801	                   goddess               
𐑼𐑡𐑩𐑬𐑑𐑘𐑔𐑵⊙𐑖𐑕𐑴          802	                   gold               
𐑦𐑡𐑩𐑯𐑑𐑘𐑲𐑵𐑣𐑫𐑳𐑴          803	                   good               
𐑛𐑰𐑭𐑹𐑑𐑘𐑚𐑝𐑮𐑓𐑙𐑴          804	                   goose               
𐑨𐑰𐑾𐑗𐑑𐑘𐑔𐑝𐑢𐑒𐑙𐑴          805	                   gorilla               
𐑼𐑰𐑽𐑿𐑑𐑘𐑲𐑝𐑻𐑖𐑳𐑴          806	                   gospel               
𐑦𐑰𐑽𐑬𐑑𐑘𐑚𐑨⊙𐑫𐑳𐑴          807	                   gossip               
𐑛𐑥𐑽𐑯𐑑𐑘𐑔𐑨𐑣𐑓𐑳𐑴          808	                   govern               
𐑨𐑥𐑩𐑹𐑑𐑘𐑲𐑨𐑮𐑒𐑕𐑴          809	                   gown               
𐑼𐑥𐑩𐑗𐑑𐑘𐑚𐑣𐑢𐑖𐑕𐑴          810	                   grab               
𐑦𐑥𐑭𐑿𐑑𐑘𐑔𐑣𐑻𐑫𐑳𐑴          811	                   grace               
𐑛𐑶𐑭𐑬𐑑𐑘𐑲𐑣⊙𐑓𐑳𐑴          812	                   grain               
𐑨𐑶𐑭𐑯𐑑𐑘𐑚𐑵𐑣𐑒𐑕𐑴          813	                   grant               
𐑼𐑶𐑭𐑹𐑑𐑘𐑔𐑵𐑮𐑖𐑳𐑴          814	                   grape               
𐑦𐑶𐑭𐑗𐑑𐑘𐑲𐑵𐑢𐑫𐑕𐑴          815	                   grass               
𐑛𐑸𐑾𐑿𐑑𐑘𐑚𐑝𐑻𐑓𐑳𐑴          816	                   gravity               
𐑨𐑸𐑭𐑬𐑑𐑘𐑔𐑝⊙𐑒𐑳𐑴          817	                   great               
𐑼𐑸𐑭𐑯𐑑𐑘𐑲𐑝𐑣𐑖𐑳𐑴          818	                   green               
𐑦𐑸𐑩𐑹𐑑𐑘𐑚𐑨𐑮𐑫𐑕𐑴          819	                   grid               
𐑛𐑡𐑭𐑗𐑑𐑘𐑔𐑨𐑢𐑓𐑳𐑴          820	                   grief               
𐑨𐑡𐑩𐑿𐑑𐑘𐑲𐑨𐑻𐑒𐑕𐑴          821	                   grit               
𐑼𐑡𐑾𐑬𐑑𐑘𐑚𐑣⊙𐑖𐑳𐑴          822	                   grocery               
𐑦𐑡𐑭𐑯𐑑𐑘𐑔𐑣𐑣𐑫𐑳𐑴          823	                   group               
𐑛𐑰𐑩𐑹𐑑𐑘𐑲𐑣𐑮𐑓𐑕𐑴          824	                   grow               
𐑨𐑰𐑭𐑗𐑑𐑘𐑚𐑵𐑢𐑒𐑕𐑴          825	                   grunt               
𐑼𐑰𐑭𐑿𐑑𐑘𐑔𐑵𐑻𐑖𐑳𐑴          826	                   guard               
𐑦𐑰𐑭𐑬𐑑𐑘𐑲𐑵⊙𐑫𐑳𐑴          827	                   guess               
𐑛𐑥𐑭𐑯𐑑𐑘𐑚𐑝𐑣𐑓𐑙𐑴          828	                   guide               
𐑨𐑥𐑭𐑹𐑑𐑘𐑔𐑝𐑮𐑒𐑳𐑴          829	                   guilt               
𐑼𐑥𐑽𐑗𐑑𐑘𐑲𐑝𐑢𐑖𐑙𐑴          830	                   guitar               
𐑦𐑥𐑾𐑿𐑑𐑘𐑚𐑨𐑻𐑫𐑕𐑴          831	                   gun               
𐑛𐑶𐑾𐑬𐑑𐑘𐑔𐑨⊙𐑓𐑙𐑴          832	                   gym               
𐑨𐑶𐑭𐑯𐑑𐑘𐑲𐑨𐑣𐑒𐑳𐑴          833	                   habit               
𐑼𐑶𐑩𐑹𐑑𐑘𐑚𐑣𐑮𐑖𐑳𐑴          834	                   hair               
𐑦𐑶𐑩𐑗𐑑𐑘𐑔𐑣𐑢𐑫𐑕𐑴          835	                   half               
𐑛𐑸𐑽𐑿𐑑𐑘𐑲𐑣𐑻𐑓𐑳𐑴          836	                   hammer               
𐑨𐑸𐑾𐑬𐑑𐑘𐑚𐑵⊙𐑒𐑳𐑴          837	                   hamster               
𐑼𐑸𐑩𐑯𐑑𐑘𐑔𐑵𐑣𐑖𐑕𐑴          838	                   hand               
𐑦𐑸𐑭𐑹𐑑𐑘𐑲𐑵𐑮𐑫𐑕𐑴          839	                   happy               
𐑛𐑡𐑽𐑗𐑑𐑘𐑚𐑝𐑢𐑓𐑳𐑴          840	                   harbor               
𐑨𐑡𐑩𐑿𐑑𐑘𐑔𐑝𐑻𐑒𐑕𐑴          841	                   hard               
𐑼𐑡𐑭𐑬𐑑𐑘𐑲𐑝⊙𐑖𐑕𐑴          842	                   harsh               
𐑦𐑡𐑾𐑯𐑑𐑘𐑚𐑨𐑣𐑫𐑳𐑴          843	                   harvest               
𐑛𐑰𐑾𐑹𐑑𐑘𐑔𐑨𐑮𐑓𐑕𐑴          844	                   hat               
𐑨𐑰𐑩𐑗𐑑𐑘𐑲𐑨𐑢𐑒𐑳𐑴          845	                   have               
𐑼𐑰𐑩𐑿𐑑𐑘𐑚𐑣𐑻𐑖𐑕𐑴          846	                   hawk               
𐑦𐑰𐑽𐑬𐑑𐑘𐑔𐑣⊙𐑫𐑳𐑴          847	                   hazard               
𐑛𐑥𐑩𐑯𐑑𐑘𐑲𐑣𐑣𐑓𐑳𐑴          848	                   head               
𐑨𐑥𐑽𐑹𐑑𐑘𐑚𐑵𐑮𐑒𐑳𐑴          849	                   health               
𐑼𐑥𐑭𐑗𐑑𐑘𐑔𐑵𐑢𐑖𐑳𐑴          850	                   heart               
𐑦𐑥𐑭𐑿𐑑𐑘𐑲𐑵𐑻𐑫𐑳𐑴          851	                   heavy               
𐑛𐑶𐑩𐑬𐑑𐑘𐑚𐑝⊙𐑓𐑙𐑴          852	                   hedgehog               
𐑨𐑶𐑽𐑯𐑑𐑘𐑔𐑝𐑣𐑒𐑳𐑴          853	                   height               
𐑼𐑶𐑭𐑹𐑑𐑘𐑲𐑝𐑮𐑖𐑳𐑴          854	                   hello               
𐑦𐑶𐑽𐑗𐑑𐑘𐑚𐑨𐑢𐑫𐑳𐑴          855	                   helmet               
𐑛𐑸𐑩𐑿𐑑𐑘𐑔𐑨𐑻𐑓𐑕𐑴          856	                   help               
𐑨𐑸𐑾𐑬𐑑𐑘𐑲𐑨⊙𐑒𐑕𐑴          857	                   hen               
𐑼𐑸𐑩𐑯𐑑𐑘𐑚𐑣𐑣𐑖𐑳𐑴          858	                   hero               
𐑦𐑸𐑽𐑹𐑑𐑘𐑔𐑣𐑮𐑫𐑳𐑴          859	                   hidden               
𐑛𐑡𐑩𐑗𐑑𐑘𐑲𐑣𐑢𐑓𐑕𐑴          860	                   high               
𐑨𐑡𐑩𐑿𐑑𐑘𐑚𐑵𐑻𐑒𐑕𐑴          861	                   hill               
𐑼𐑡𐑩𐑬𐑑𐑘𐑔𐑵⊙𐑖𐑕𐑴          862	                   hint               
𐑦𐑡𐑾𐑯𐑑𐑘𐑲𐑵𐑣𐑫𐑕𐑴          863	                   hip               
𐑛𐑰𐑩𐑹𐑑𐑘𐑚𐑝𐑮𐑓𐑳𐑴          864	                   hire               
𐑨𐑰𐑾𐑗𐑑𐑘𐑔𐑝𐑢𐑒𐑳𐑴          865	                   history               
𐑼𐑰𐑭𐑿𐑑𐑘𐑲𐑝𐑻𐑖𐑕𐑴          866	                   hobby               
𐑦𐑰𐑽𐑬𐑑𐑘𐑚𐑨⊙𐑫𐑳𐑴          867	                   hockey               
𐑛𐑥𐑩𐑯𐑑𐑘𐑔𐑨𐑣𐑓𐑕𐑴          868	                   hold               
𐑨𐑥𐑩𐑹𐑑𐑘𐑲𐑨𐑮𐑒𐑳𐑴          869	                   hole               
𐑼𐑥𐑾𐑗𐑑𐑘𐑚𐑣𐑢𐑖𐑙𐑴          870	                   holiday               
𐑦𐑥𐑽𐑿𐑑𐑘𐑔𐑣𐑻𐑫𐑳𐑴          871	                   hollow               
𐑛𐑶𐑩𐑬𐑑𐑘𐑲𐑣⊙𐑓𐑳𐑴          872	                   home               
𐑨𐑶𐑭𐑯𐑑𐑘𐑚𐑵𐑣𐑒𐑳𐑴          873	                   honey               
𐑼𐑶𐑩𐑹𐑑𐑘𐑔𐑵𐑮𐑖𐑳𐑴          874	                   hood               
𐑦𐑶𐑩𐑗𐑑𐑘𐑲𐑵𐑢𐑫𐑳𐑴          875	                   hope               
𐑛𐑸𐑩𐑿𐑑𐑘𐑚𐑝𐑻𐑓𐑕𐑴          876	                   horn               
𐑨𐑸𐑽𐑬𐑑𐑘𐑔𐑝⊙𐑒𐑳𐑴          877	                   horror               
𐑼𐑸𐑭𐑯𐑑𐑘𐑲𐑝𐑣𐑖𐑳𐑴          878	                   horse               
𐑦𐑸𐑩𐑹𐑑𐑘𐑚𐑨𐑮𐑫𐑙𐑴          879	                   hospital               
𐑛𐑡𐑩𐑗𐑑𐑤𐑔𐑨𐑢𐑓𐑕𐑴          880	                   host               
𐑨𐑡𐑭𐑿𐑑𐑤𐑲𐑨𐑻𐑒𐑳𐑴          881	                   hotel               
𐑼𐑡𐑩𐑬𐑑𐑤𐑚𐑣⊙𐑖𐑳𐑴          882	                   hour               
𐑦𐑡𐑭𐑯𐑑𐑤𐑔𐑣𐑣𐑫𐑳𐑴          883	                   hover               
𐑛𐑰𐑾𐑹𐑑𐑤𐑲𐑣𐑮𐑓𐑕𐑴          884	                   hub               
𐑨𐑰𐑩𐑗𐑑𐑤𐑚𐑵𐑢𐑒𐑳𐑴          885	                   huge               
𐑼𐑰𐑭𐑿𐑑𐑤𐑔𐑵𐑻𐑖𐑳𐑴          886	                   human               
𐑦𐑰𐑽𐑬𐑑𐑤𐑲𐑵⊙𐑫𐑳𐑴          887	                   humble               
𐑛𐑥𐑭𐑯𐑑𐑤𐑚𐑝𐑣𐑓𐑳𐑴          888	                   humor               
𐑨𐑥𐑾𐑹𐑑𐑤𐑔𐑝𐑮𐑒𐑳𐑴          889	                   hundred               
𐑼𐑥𐑽𐑗𐑑𐑤𐑲𐑝𐑢𐑖𐑕𐑴          890	                   hungry               
𐑦𐑥𐑩𐑿𐑑𐑤𐑚𐑨𐑻𐑫𐑕𐑴          891	                   hunt               
𐑛𐑶𐑽𐑬𐑑𐑤𐑔𐑨⊙𐑓𐑳𐑴          892	                   hurdle               
𐑨𐑶𐑭𐑯𐑑𐑤𐑲𐑨𐑣𐑒𐑕𐑴          893	                   hurry               
𐑼𐑶𐑩𐑹𐑑𐑤𐑚𐑣𐑮𐑖𐑕𐑴          894	                   hurt               
𐑦𐑶𐑾𐑗𐑑𐑤𐑔𐑣𐑢𐑫𐑳𐑴          895	                   husband               
𐑛𐑸𐑽𐑿𐑑𐑤𐑲𐑣𐑻𐑓𐑕𐑴          896	                   hybrid               
𐑨𐑸𐑾𐑬𐑑𐑤𐑚𐑵⊙𐑒𐑳𐑴          897	                   ice               
𐑼𐑸𐑩𐑯𐑑𐑤𐑔𐑵𐑣𐑖𐑳𐑴          898	                   icon               
𐑦𐑸𐑩𐑹𐑑𐑤𐑲𐑵𐑮𐑫𐑙𐑴          899	                   idea               
𐑛𐑡𐑩𐑗𐑑𐑤𐑚𐑝𐑢𐑓𐑙𐑴          900	                   identify               
𐑨𐑡𐑩𐑿𐑑𐑤𐑔𐑝𐑻𐑒𐑳𐑴          901	                   idle               
𐑼𐑡𐑽𐑬𐑑𐑤𐑲𐑝⊙𐑖𐑙𐑴          902	                   ignore               
𐑦𐑡𐑾𐑯𐑑𐑤𐑚𐑨𐑣𐑫𐑕𐑴          903	                   ill               
𐑛𐑰𐑾𐑹𐑑𐑤𐑔𐑨𐑮𐑓𐑙𐑴          904	                   illegal               
𐑨𐑰𐑾𐑗𐑑𐑤𐑲𐑨𐑢𐑒𐑳𐑴          905	                   illness               
𐑼𐑰𐑭𐑿𐑑𐑤𐑚𐑣𐑻𐑖𐑙𐑴          906	                   image               
𐑦𐑰𐑾𐑬𐑑𐑤𐑔𐑣⊙𐑫𐑕𐑴          907	                   imitate               
𐑛𐑥𐑾𐑯𐑑𐑤𐑲𐑣𐑣𐑓𐑙𐑴          908	                   immense               
𐑨𐑥𐑽𐑹𐑑𐑤𐑚𐑵𐑮𐑒𐑙𐑴          909	                   immune               
𐑼𐑥𐑽𐑗𐑑𐑤𐑔𐑵𐑢𐑖𐑳𐑴          910	                   impact               
𐑦𐑥𐑽𐑿𐑑𐑤𐑲𐑵𐑻𐑫𐑙𐑴          911	                   impose               
𐑛𐑶𐑾𐑬𐑑𐑤𐑚𐑝⊙𐑓𐑙𐑴          912	                   improve               
𐑨𐑶𐑾𐑯𐑑𐑤𐑔𐑝𐑣𐑒𐑙𐑴          913	                   impulse               
𐑼𐑶𐑩𐑹𐑑𐑤𐑲𐑝𐑮𐑖𐑕𐑴          914	                   inch               
𐑦𐑶𐑾𐑗𐑑𐑤𐑚𐑨𐑢𐑫𐑙𐑴          915	                   include               
𐑛𐑸𐑽𐑿𐑑𐑤𐑔𐑨𐑻𐑓𐑙𐑴          916	                   income               
𐑨𐑸𐑩𐑬𐑑𐑤𐑲𐑨⊙𐑒𐑕𐑴          917	                   increase               
𐑼𐑸𐑭𐑯𐑑𐑤𐑚𐑣𐑣𐑖𐑳𐑴          918	                   index               
𐑦𐑸𐑩𐑹𐑑𐑤𐑔𐑣𐑮𐑫𐑕𐑴          919	                   indicate               
𐑛𐑡𐑽𐑗𐑑𐑤𐑲𐑣𐑢𐑓𐑙𐑴          920	                   indoor               
𐑨𐑡𐑩𐑿𐑑𐑤𐑚𐑵𐑻𐑒𐑳𐑴          921	                   industry               
𐑼𐑡𐑽𐑬𐑑𐑤𐑔𐑵⊙𐑖𐑳𐑴          922	                   infant               
𐑦𐑡𐑾𐑯𐑑𐑤𐑲𐑵𐑣𐑫𐑳𐑴          923	                   inflict               
𐑛𐑰𐑽𐑹𐑑𐑤𐑚𐑝𐑮𐑓𐑳𐑴          924	                   inform               
𐑨𐑰𐑽𐑗𐑑𐑤𐑔𐑝𐑢𐑒𐑙𐑴          925	                   inhale               
𐑼𐑰𐑾𐑿𐑑𐑤𐑲𐑝𐑻𐑖𐑙𐑴          926	                   inherit               
𐑦𐑰𐑾𐑬𐑑𐑤𐑚𐑨⊙𐑫𐑕𐑴          927	                   initial               
𐑛𐑥𐑽𐑯𐑑𐑤𐑔𐑨𐑣𐑓𐑳𐑴          928	                   inject               
𐑨𐑥𐑽𐑹𐑑𐑤𐑲𐑨𐑮𐑒𐑳𐑴          929	                   injury               
𐑼𐑥𐑽𐑗𐑑𐑤𐑚𐑣𐑢𐑖𐑙𐑴          930	                   inmate               
𐑦𐑥𐑭𐑿𐑑𐑤𐑔𐑣𐑻𐑫𐑳𐑴          931	                   inner               
𐑛𐑶𐑩𐑬𐑑𐑤𐑲𐑣⊙𐑓𐑙𐑴          932	                   innocent               
𐑨𐑶𐑭𐑯𐑑𐑤𐑚𐑵𐑣𐑒𐑳𐑴          933	                   input               
𐑼𐑶𐑾𐑹𐑑𐑤𐑔𐑵𐑮𐑖𐑙𐑴          934	                   inquiry               
